return_id,order_id,seller_id,return_date,return_reason
RET-0016405,ORD-0088310,MNT-0165,2023-05-14,wrong item
RET-0016406,ORD-0088320,MNT-0165,2023-05-13,size issue
RET-0016407,ORD-0088322,MNT-0165,2023-05-25,changed mind
RET-0016408,ORD-0088333,MNT-0165,2023-06-17,quality issue
RET-0016409,ORD-0088334,MNT-0165,2023-06-26,damaged
RET-0016410,ORD-0088338,MNT-0165,2023-06-24,changed mind
RET-0016411,ORD-0088342,MNT-0165,2023-07-11,size issue
RET-0016412,ORD-0088344,MNT-0165,2023-06-14,damaged
RET-0016413,ORD-0088352,MNT-0165,2023-07-05,size issue
RET-0016414,ORD-0088353,MNT-0165,2023-06-15,size issue
RET-0016415,ORD-0088356,MNT-0165,2023-06-13,size issue
RET-0016416,ORD-0088358,MNT-0165,2023-06-30,wrong item
RET-0016417,ORD-0088369,MNT-0165,2023-07-10,size issue
RET-0016418,ORD-0088370,MNT-0165,2023-07-31,size issue
RET-0016419,ORD-0088383,MNT-0165,2023-07-11,size issue
RET-0016420,ORD-0088385,MNT-0165,2023-08-03,quality issue
RET-0016421,ORD-0088395,MNT-0165,2023-07-08,damaged
RET-0016422,ORD-0088399,MNT-0165,2023-07-21,size issue
RET-0016423,ORD-0088409,MNT-0165,2023-09-04,changed mind
RET-0016424,ORD-0088412,MNT-0165,2023-08-17,quality issue
RET-0016425,ORD-0088414,MNT-0165,2023-08-27,size issue
RET-0016426,ORD-0088415,MNT-0165,2023-08-29,quality issue
RET-0016427,ORD-0088417,MNT-0165,2023-08-30,size issue
RET-0016428,ORD-0088419,MNT-0165,2023-08-26,changed mind
RET-0016429,ORD-0088420,MNT-0165,2023-08-28,wrong item
RET-0016430,ORD-0088429,MNT-0165,2023-08-21,quality issue
RET-0016431,ORD-0088430,MNT-0165,2023-09-06,changed mind
RET-0016432,ORD-0088436,MNT-0165,2023-08-08,damaged
RET-0016433,ORD-0088437,MNT-0165,2023-08-11,size issue
RET-0016434,ORD-0088441,MNT-0165,2023-08-15,size issue
RET-0016435,ORD-0088444,MNT-0165,2023-08-28,size issue
RET-0016436,ORD-0088445,MNT-0165,2023-09-17,quality issue
RET-0016437,ORD-0088450,MNT-0165,2023-09-10,damaged
RET-0016438,ORD-0088453,MNT-0165,2023-09-19,size issue
RET-0016439,ORD-0088454,MNT-0165,2023-09-29,size issue
RET-0016440,ORD-0088462,MNT-0165,2023-09-17,changed mind
RET-0016441,ORD-0088472,MNT-0165,2023-09-26,size issue
RET-0016442,ORD-0088475,MNT-0165,2023-09-22,size issue
RET-0016443,ORD-0088478,MNT-0165,2023-09-25,size issue
RET-0016444,ORD-0088482,MNT-0165,2023-10-09,size issue
RET-0016445,ORD-0088488,MNT-0165,2023-11-03,quality issue
RET-0016446,ORD-0088492,MNT-0165,2023-10-17,size issue
RET-0016447,ORD-0088496,MNT-0165,2023-11-02,quality issue
RET-0016448,ORD-0088499,MNT-0165,2023-10-09,size issue
RET-0016449,ORD-0088501,MNT-0165,2023-10-10,changed mind
RET-0016450,ORD-0088502,MNT-0165,2023-10-14,quality issue
RET-0016451,ORD-0088507,MNT-0165,2023-10-09,damaged
RET-0016452,ORD-0088509,MNT-0165,2023-10-25,damaged
RET-0016453,ORD-0088511,MNT-0165,2023-10-31,size issue
RET-0016454,ORD-0088518,MNT-0165,2023-11-11,damaged
RET-0016455,ORD-0088530,MNT-0165,2023-11-09,size issue
RET-0016456,ORD-0088532,MNT-0165,2023-12-05,quality issue
RET-0016457,ORD-0088534,MNT-0165,2023-11-17,size issue
RET-0016458,ORD-0088535,MNT-0165,2023-11-15,damaged
RET-0016459,ORD-0088538,MNT-0165,2023-12-05,wrong item
RET-0016460,ORD-0088544,MNT-0165,2023-12-02,quality issue
RET-0016461,ORD-0088546,MNT-0165,2023-11-10,quality issue
RET-0016462,ORD-0088550,MNT-0165,2023-11-08,changed mind
RET-0016463,ORD-0088551,MNT-0165,2023-11-17,size issue
RET-0016464,ORD-0088553,MNT-0165,2023-11-30,changed mind
RET-0016465,ORD-0088554,MNT-0165,2023-11-25,size issue
RET-0016466,ORD-0088555,MNT-0165,2023-11-14,size issue
RET-0016467,ORD-0088558,MNT-0165,2023-11-29,size issue
RET-0016468,ORD-0088559,MNT-0165,2023-11-21,changed mind
RET-0016469,ORD-0088565,MNT-0165,2023-11-30,size issue
RET-0016470,ORD-0088566,MNT-0165,2023-11-29,size issue
RET-0016471,ORD-0088578,MNT-0165,2023-12-22,changed mind
RET-0016472,ORD-0088583,MNT-0165,2023-12-15,wrong item
RET-0016473,ORD-0088586,MNT-0165,2023-12-22,size issue
RET-0016474,ORD-0088588,MNT-0165,2023-12-29,quality issue
RET-0016475,ORD-0088598,MNT-0165,2023-12-21,changed mind
RET-0016476,ORD-0088600,MNT-0165,2023-12-11,size issue
RET-0016477,ORD-0088601,MNT-0165,2023-12-29,size issue
RET-0016478,ORD-0088604,MNT-0165,2023-12-20,wrong item
RET-0016479,ORD-0088605,MNT-0165,2024-02-03,size issue
RET-0016480,ORD-0088609,MNT-0165,2024-01-29,size issue
RET-0016481,ORD-0088612,MNT-0165,2024-02-16,size issue
RET-0016482,ORD-0088615,MNT-0165,2024-01-10,changed mind
RET-0016483,ORD-0088617,MNT-0165,2024-02-07,wrong item
RET-0016484,ORD-0088618,MNT-0165,2024-01-08,wrong item
RET-0016485,ORD-0088619,MNT-0165,2024-01-22,size issue
RET-0016486,ORD-0088625,MNT-0165,2024-01-15,quality issue
RET-0016487,ORD-0088628,MNT-0165,2024-02-07,wrong item
RET-0016488,ORD-0088629,MNT-0165,2024-02-07,changed mind
RET-0016489,ORD-0088633,MNT-0165,2024-02-16,quality issue
RET-0016490,ORD-0088646,MNT-0165,2024-02-29,quality issue
RET-0016491,ORD-0088650,MNT-0165,2024-02-29,size issue
RET-0016492,ORD-0088658,MNT-0165,2024-03-30,changed mind
RET-0016493,ORD-0088663,MNT-0165,2024-04-03,size issue
RET-0016494,ORD-0088674,MNT-0165,2024-03-19,damaged
RET-0016495,ORD-0088678,MNT-0165,2024-03-11,changed mind
RET-0016496,ORD-0088682,MNT-0165,2024-05-08,size issue
RET-0016497,ORD-0088688,MNT-0165,2024-04-14,size issue
RET-0016498,ORD-0088691,MNT-0165,2024-04-25,quality issue
RET-0016499,ORD-0088696,MNT-0166,2023-01-21,size issue
RET-0016500,ORD-0088699,MNT-0166,2023-01-08,size issue
RET-0016501,ORD-0088713,MNT-0166,2023-02-10,size issue
RET-0016502,ORD-0088719,MNT-0166,2023-02-12,size issue
RET-0016503,ORD-0088720,MNT-0166,2023-03-05,quality issue
RET-0016504,ORD-0088724,MNT-0166,2023-03-06,size issue
RET-0016505,ORD-0088748,MNT-0166,2023-04-22,wrong item
RET-0016506,ORD-0088752,MNT-0166,2023-04-26,quality issue
RET-0016507,ORD-0088762,MNT-0166,2023-05-08,size issue
RET-0016508,ORD-0088767,MNT-0166,2023-05-16,size issue
RET-0016509,ORD-0088769,MNT-0166,2023-05-30,size issue
RET-0016510,ORD-0088771,MNT-0166,2023-05-26,damaged
RET-0016511,ORD-0088775,MNT-0166,2023-05-25,size issue
RET-0016512,ORD-0088780,MNT-0166,2023-05-12,size issue
RET-0016513,ORD-0088804,MNT-0166,2023-06-24,damaged
RET-0016514,ORD-0088813,MNT-0166,2023-07-30,size issue
RET-0016515,ORD-0088816,MNT-0166,2023-07-12,quality issue
RET-0016516,ORD-0088825,MNT-0166,2023-07-26,quality issue
RET-0016517,ORD-0088839,MNT-0166,2023-08-22,quality issue
RET-0016518,ORD-0088841,MNT-0166,2023-08-14,changed mind
RET-0016519,ORD-0088846,MNT-0166,2023-08-13,changed mind
RET-0016520,ORD-0088852,MNT-0166,2023-09-21,size issue
RET-0016521,ORD-0088863,MNT-0166,2023-09-24,damaged
RET-0016522,ORD-0088865,MNT-0166,2023-10-04,changed mind
RET-0016523,ORD-0088866,MNT-0166,2023-09-27,quality issue
RET-0016524,ORD-0088870,MNT-0166,2023-09-16,quality issue
RET-0016525,ORD-0088874,MNT-0166,2023-10-30,quality issue
RET-0016526,ORD-0088876,MNT-0166,2023-10-25,quality issue
RET-0016527,ORD-0088878,MNT-0166,2023-10-19,size issue
RET-0016528,ORD-0088899,MNT-0166,2023-10-24,changed mind
RET-0016529,ORD-0088900,MNT-0166,2023-10-21,size issue
RET-0016530,ORD-0088905,MNT-0166,2023-10-17,size issue
RET-0016531,ORD-0088923,MNT-0166,2023-11-27,size issue
RET-0016532,ORD-0088927,MNT-0166,2023-12-05,size issue
RET-0016533,ORD-0088935,MNT-0166,2023-12-01,changed mind
RET-0016534,ORD-0088941,MNT-0166,2023-12-07,damaged
RET-0016535,ORD-0088943,MNT-0166,2023-11-08,size issue
RET-0016536,ORD-0088948,MNT-0166,2023-12-29,size issue
RET-0016537,ORD-0088953,MNT-0166,2024-01-01,size issue
RET-0016538,ORD-0088954,MNT-0166,2024-01-10,changed mind
RET-0016539,ORD-0088965,MNT-0166,2024-01-03,size issue
RET-0016540,ORD-0088967,MNT-0166,2024-01-08,changed mind
RET-0016541,ORD-0088971,MNT-0166,2024-01-21,quality issue
RET-0016542,ORD-0088979,MNT-0166,2024-02-04,size issue
RET-0016543,ORD-0088996,MNT-0166,2024-02-24,size issue
RET-0016544,ORD-0089002,MNT-0166,2024-03-12,damaged
RET-0016545,ORD-0089003,MNT-0166,2024-03-21,wrong item
RET-0016546,ORD-0089014,MNT-0166,2024-03-15,quality issue
RET-0016547,ORD-0089026,MNT-0166,2024-05-04,damaged
RET-0016548,ORD-0089034,MNT-0166,2024-06-05,size issue
RET-0016549,ORD-0089036,MNT-0166,2024-05-11,wrong item
RET-0016550,ORD-0089040,MNT-0166,2024-06-02,damaged
RET-0016551,ORD-0089048,MNT-0166,2024-05-18,damaged
RET-0016552,ORD-0089049,MNT-0166,2024-05-23,wrong item
RET-0016553,ORD-0089053,MNT-0166,2024-05-25,quality issue
RET-0016554,ORD-0089058,MNT-0166,2024-06-27,changed mind
RET-0016555,ORD-0089074,MNT-0166,2024-07-09,changed mind
RET-0016556,ORD-0089080,MNT-0166,2024-07-02,quality issue
RET-0016557,ORD-0089081,MNT-0166,2024-07-02,size issue
RET-0016558,ORD-0089087,MNT-0167,2023-02-03,changed mind
RET-0016559,ORD-0089106,MNT-0167,2023-01-15,size issue
RET-0016560,ORD-0089108,MNT-0167,2023-01-13,size issue
RET-0016561,ORD-0089109,MNT-0167,2023-01-24,quality issue
RET-0016562,ORD-0089115,MNT-0167,2023-02-07,size issue
RET-0016563,ORD-0089127,MNT-0167,2023-02-22,size issue
RET-0016564,ORD-0089130,MNT-0167,2023-02-13,changed mind
RET-0016565,ORD-0089132,MNT-0167,2023-02-14,size issue
RET-0016566,ORD-0089134,MNT-0167,2023-03-06,quality issue
RET-0016567,ORD-0089140,MNT-0167,2023-03-03,quality issue
RET-0016568,ORD-0089149,MNT-0167,2023-02-17,size issue
RET-0016569,ORD-0089157,MNT-0167,2023-04-04,size issue
RET-0016570,ORD-0089160,MNT-0167,2023-04-09,changed mind
RET-0016571,ORD-0089165,MNT-0167,2023-03-20,changed mind
RET-0016572,ORD-0089167,MNT-0167,2023-03-20,size issue
RET-0016573,ORD-0089172,MNT-0167,2023-04-04,changed mind
RET-0016574,ORD-0089175,MNT-0167,2023-03-26,changed mind
RET-0016575,ORD-0089204,MNT-0167,2023-04-29,size issue
RET-0016576,ORD-0089220,MNT-0167,2023-04-20,changed mind
RET-0016577,ORD-0089223,MNT-0167,2023-05-01,changed mind
RET-0016578,ORD-0089227,MNT-0167,2023-04-09,size issue
RET-0016579,ORD-0089242,MNT-0167,2023-05-24,size issue
RET-0016580,ORD-0089243,MNT-0167,2023-05-18,changed mind
RET-0016581,ORD-0089244,MNT-0167,2023-05-23,quality issue
RET-0016582,ORD-0089250,MNT-0167,2023-06-05,size issue
RET-0016583,ORD-0089251,MNT-0167,2023-05-19,quality issue
RET-0016584,ORD-0089254,MNT-0167,2023-05-19,quality issue
RET-0016585,ORD-0089258,MNT-0167,2023-05-08,size issue
RET-0016586,ORD-0089259,MNT-0167,2023-05-24,size issue
RET-0016587,ORD-0089262,MNT-0167,2023-05-08,size issue
RET-0016588,ORD-0089268,MNT-0167,2023-05-16,quality issue
RET-0016589,ORD-0089272,MNT-0167,2023-05-19,size issue
RET-0016590,ORD-0089274,MNT-0167,2023-05-17,quality issue
RET-0016591,ORD-0089276,MNT-0167,2023-07-06,size issue
RET-0016592,ORD-0089279,MNT-0167,2023-06-26,wrong item
RET-0016593,ORD-0089282,MNT-0167,2023-06-12,quality issue
RET-0016594,ORD-0089285,MNT-0167,2023-07-07,size issue
RET-0016595,ORD-0089286,MNT-0167,2023-07-06,size issue
RET-0016596,ORD-0089292,MNT-0167,2023-07-04,size issue
RET-0016597,ORD-0089293,MNT-0167,2023-06-25,quality issue
RET-0016598,ORD-0089294,MNT-0167,2023-07-10,quality issue
RET-0016599,ORD-0089300,MNT-0167,2023-06-30,size issue
RET-0016600,ORD-0089306,MNT-0167,2023-06-26,quality issue
RET-0016601,ORD-0089311,MNT-0167,2023-06-24,changed mind
RET-0016602,ORD-0089316,MNT-0167,2023-06-13,size issue
RET-0016603,ORD-0089317,MNT-0167,2023-06-24,size issue
RET-0016604,ORD-0089319,MNT-0167,2023-06-28,changed mind
RET-0016605,ORD-0089320,MNT-0167,2023-06-28,size issue
RET-0016606,ORD-0089324,MNT-0167,2023-06-19,changed mind
RET-0016607,ORD-0089325,MNT-0167,2023-07-08,damaged
RET-0016608,ORD-0089328,MNT-0167,2023-08-02,quality issue
RET-0016609,ORD-0089332,MNT-0167,2023-07-24,changed mind
RET-0016610,ORD-0089333,MNT-0167,2023-07-26,wrong item
RET-0016611,ORD-0089337,MNT-0167,2023-07-28,size issue
RET-0016612,ORD-0089339,MNT-0167,2023-08-01,size issue
RET-0016613,ORD-0089347,MNT-0167,2023-08-08,damaged
RET-0016614,ORD-0089350,MNT-0167,2023-08-01,quality issue
RET-0016615,ORD-0089351,MNT-0167,2023-07-19,wrong item
RET-0016616,ORD-0089359,MNT-0167,2023-07-21,changed mind
RET-0016617,ORD-0089361,MNT-0167,2023-07-29,quality issue
RET-0016618,ORD-0089369,MNT-0167,2023-08-11,quality issue
RET-0016619,ORD-0089376,MNT-0167,2023-08-04,damaged
RET-0016620,ORD-0089392,MNT-0167,2023-08-20,quality issue
RET-0016621,ORD-0089404,MNT-0167,2023-08-09,quality issue
RET-0016622,ORD-0089406,MNT-0167,2023-08-19,size issue
RET-0016623,ORD-0089409,MNT-0167,2023-08-30,changed mind
RET-0016624,ORD-0089416,MNT-0167,2023-08-29,wrong item
RET-0016625,ORD-0089421,MNT-0167,2023-08-18,size issue
RET-0016626,ORD-0089422,MNT-0167,2023-09-03,changed mind
RET-0016627,ORD-0089427,MNT-0167,2023-09-28,changed mind
RET-0016628,ORD-0089430,MNT-0167,2023-09-15,quality issue
RET-0016629,ORD-0089432,MNT-0167,2023-09-24,size issue
RET-0016630,ORD-0089452,MNT-0167,2023-10-02,wrong item
RET-0016631,ORD-0089454,MNT-0167,2023-10-03,size issue
RET-0016632,ORD-0089456,MNT-0167,2023-10-02,wrong item
RET-0016633,ORD-0089471,MNT-0167,2023-10-07,size issue
RET-0016634,ORD-0089472,MNT-0167,2023-09-19,wrong item
RET-0016635,ORD-0089478,MNT-0167,2023-10-29,size issue
RET-0016636,ORD-0089479,MNT-0167,2023-10-14,changed mind
RET-0016637,ORD-0089481,MNT-0167,2023-11-03,size issue
RET-0016638,ORD-0089485,MNT-0167,2023-11-04,quality issue
RET-0016639,ORD-0089492,MNT-0167,2023-10-25,changed mind
RET-0016640,ORD-0089497,MNT-0167,2023-10-10,size issue
RET-0016641,ORD-0089503,MNT-0167,2023-11-05,size issue
RET-0016642,ORD-0089507,MNT-0167,2023-10-31,damaged
RET-0016643,ORD-0089508,MNT-0167,2023-10-11,quality issue
RET-0016644,ORD-0089512,MNT-0167,2023-10-19,size issue
RET-0016645,ORD-0089513,MNT-0167,2023-10-18,wrong item
RET-0016646,ORD-0089516,MNT-0167,2023-10-26,size issue
RET-0016647,ORD-0089517,MNT-0167,2023-11-01,wrong item
RET-0016648,ORD-0089521,MNT-0167,2023-10-28,quality issue
RET-0016649,ORD-0089532,MNT-0167,2023-11-11,changed mind
RET-0016650,ORD-0089535,MNT-0167,2023-10-23,size issue
RET-0016651,ORD-0089549,MNT-0167,2023-11-13,quality issue
RET-0016652,ORD-0089556,MNT-0167,2023-11-14,size issue
RET-0016653,ORD-0089564,MNT-0167,2023-11-24,wrong item
RET-0016654,ORD-0089577,MNT-0167,2023-11-15,quality issue
RET-0016655,ORD-0089617,MNT-0167,2024-01-07,size issue
RET-0016656,ORD-0089628,MNT-0167,2023-12-18,quality issue
RET-0016657,ORD-0089631,MNT-0167,2024-01-02,changed mind
RET-0016658,ORD-0089632,MNT-0167,2023-12-30,damaged
RET-0016659,ORD-0089637,MNT-0167,2024-01-07,size issue
RET-0016660,ORD-0089640,MNT-0167,2023-12-12,changed mind
RET-0016661,ORD-0089641,MNT-0167,2023-12-21,changed mind
RET-0016662,ORD-0089644,MNT-0167,2023-12-27,quality issue
RET-0016663,ORD-0089645,MNT-0167,2023-12-15,size issue
RET-0016664,ORD-0089646,MNT-0167,2023-12-28,quality issue
RET-0016665,ORD-0089653,MNT-0167,2023-12-31,size issue
RET-0016666,ORD-0089655,MNT-0167,2023-12-17,size issue
RET-0016667,ORD-0089656,MNT-0167,2023-12-29,size issue
RET-0016668,ORD-0089670,MNT-0167,2024-01-23,quality issue
RET-0016669,ORD-0089678,MNT-0167,2024-02-03,quality issue
RET-0016670,ORD-0089680,MNT-0167,2024-02-01,changed mind
RET-0016671,ORD-0089683,MNT-0167,2024-02-05,damaged
RET-0016672,ORD-0089684,MNT-0167,2024-01-05,changed mind
RET-0016673,ORD-0089688,MNT-0167,2024-02-05,wrong item
RET-0016674,ORD-0089698,MNT-0167,2024-01-13,size issue
RET-0016675,ORD-0089708,MNT-0167,2024-01-16,quality issue
RET-0016676,ORD-0089723,MNT-0167,2024-02-09,wrong item
RET-0016677,ORD-0089730,MNT-0167,2024-03-06,size issue
RET-0016678,ORD-0089732,MNT-0167,2024-02-20,damaged
RET-0016679,ORD-0089736,MNT-0167,2024-02-18,damaged
RET-0016680,ORD-0089739,MNT-0167,2024-02-29,size issue
RET-0016681,ORD-0089752,MNT-0167,2024-02-16,damaged
RET-0016682,ORD-0089753,MNT-0167,2024-02-29,size issue
RET-0016683,ORD-0089755,MNT-0167,2024-03-14,wrong item
RET-0016684,ORD-0089761,MNT-0167,2024-03-31,changed mind
RET-0016685,ORD-0089773,MNT-0167,2024-03-10,quality issue
RET-0016686,ORD-0089774,MNT-0167,2024-03-19,quality issue
RET-0016687,ORD-0089779,MNT-0167,2024-04-02,wrong item
RET-0016688,ORD-0089797,MNT-0167,2024-05-06,size issue
RET-0016689,ORD-0089809,MNT-0167,2024-05-23,changed mind
RET-0016690,ORD-0089823,MNT-0168,2023-12-29,changed mind
RET-0016691,ORD-0089829,MNT-0168,2023-12-14,size issue
RET-0016692,ORD-0089831,MNT-0168,2023-12-31,size issue
RET-0016693,ORD-0089844,MNT-0168,2023-12-27,changed mind
RET-0016694,ORD-0089862,MNT-0168,2024-01-31,damaged
RET-0016695,ORD-0089864,MNT-0168,2024-01-21,size issue
RET-0016696,ORD-0089872,MNT-0168,2024-02-07,changed mind
RET-0016697,ORD-0089873,MNT-0168,2024-02-04,size issue
RET-0016698,ORD-0089875,MNT-0168,2024-02-04,quality issue
RET-0016699,ORD-0089888,MNT-0168,2024-01-21,size issue
RET-0016700,ORD-0089895,MNT-0168,2024-01-28,size issue
RET-0016701,ORD-0089896,MNT-0168,2024-01-18,changed mind
RET-0016702,ORD-0089900,MNT-0168,2024-01-28,damaged
RET-0016703,ORD-0089901,MNT-0168,2024-01-28,wrong item
RET-0016704,ORD-0089903,MNT-0168,2024-03-07,quality issue
RET-0016705,ORD-0089920,MNT-0168,2024-03-03,changed mind
RET-0016706,ORD-0089931,MNT-0168,2024-02-18,size issue
RET-0016707,ORD-0089948,MNT-0168,2024-03-13,changed mind
RET-0016708,ORD-0089972,MNT-0168,2024-03-29,quality issue
RET-0016709,ORD-0089981,MNT-0168,2024-04-19,size issue
RET-0016710,ORD-0089987,MNT-0168,2024-04-13,size issue
RET-0016711,ORD-0089988,MNT-0168,2024-04-27,size issue
RET-0016712,ORD-0090008,MNT-0168,2024-04-12,changed mind
RET-0016713,ORD-0090022,MNT-0168,2024-05-17,damaged
RET-0016714,ORD-0090046,MNT-0168,2024-05-20,damaged
RET-0016715,ORD-0090063,MNT-0168,2024-06-29,size issue
RET-0016716,ORD-0090070,MNT-0168,2024-07-08,size issue
RET-0016717,ORD-0090093,MNT-0168,2024-06-19,size issue
RET-0016718,ORD-0090098,MNT-0168,2024-07-06,size issue
RET-0016719,ORD-0090101,MNT-0168,2024-06-11,size issue
RET-0016720,ORD-0090118,MNT-0169,2023-01-10,wrong item
RET-0016721,ORD-0090124,MNT-0169,2023-02-09,changed mind
RET-0016722,ORD-0090128,MNT-0169,2023-01-27,damaged
RET-0016723,ORD-0090133,MNT-0169,2023-01-14,changed mind
RET-0016724,ORD-0090136,MNT-0169,2023-01-13,changed mind
RET-0016725,ORD-0090139,MNT-0169,2023-01-14,quality issue
RET-0016726,ORD-0090140,MNT-0169,2023-01-09,damaged
RET-0016727,ORD-0090142,MNT-0169,2023-01-13,changed mind
RET-0016728,ORD-0090146,MNT-0169,2023-02-10,changed mind
RET-0016729,ORD-0090165,MNT-0169,2023-01-12,quality issue
RET-0016730,ORD-0090167,MNT-0169,2023-01-22,quality issue
RET-0016731,ORD-0090169,MNT-0169,2023-01-22,quality issue
RET-0016732,ORD-0090170,MNT-0169,2023-01-12,size issue
RET-0016733,ORD-0090173,MNT-0169,2023-02-19,quality issue
RET-0016734,ORD-0090176,MNT-0169,2023-02-22,wrong item
RET-0016735,ORD-0090180,MNT-0169,2023-03-05,changed mind
RET-0016736,ORD-0090182,MNT-0169,2023-02-11,size issue
RET-0016737,ORD-0090184,MNT-0169,2023-03-01,damaged
RET-0016738,ORD-0090198,MNT-0169,2023-03-13,size issue
RET-0016739,ORD-0090208,MNT-0169,2023-02-25,size issue
RET-0016740,ORD-0090211,MNT-0169,2023-03-02,changed mind
RET-0016741,ORD-0090215,MNT-0169,2023-02-10,changed mind
RET-0016742,ORD-0090217,MNT-0169,2023-03-06,size issue
RET-0016743,ORD-0090223,MNT-0169,2023-03-24,size issue
RET-0016744,ORD-0090230,MNT-0169,2023-03-26,size issue
RET-0016745,ORD-0090246,MNT-0169,2023-03-28,damaged
RET-0016746,ORD-0090247,MNT-0169,2023-04-07,size issue
RET-0016747,ORD-0090249,MNT-0169,2023-03-19,size issue
RET-0016748,ORD-0090260,MNT-0169,2023-04-06,changed mind
RET-0016749,ORD-0090265,MNT-0169,2023-04-06,quality issue
RET-0016750,ORD-0090269,MNT-0169,2023-04-08,quality issue
RET-0016751,ORD-0090272,MNT-0169,2023-05-02,changed mind
RET-0016752,ORD-0090277,MNT-0169,2023-04-28,quality issue
RET-0016753,ORD-0090279,MNT-0169,2023-05-07,changed mind
RET-0016754,ORD-0090281,MNT-0169,2023-05-03,damaged
RET-0016755,ORD-0090287,MNT-0169,2023-05-05,changed mind
RET-0016756,ORD-0090289,MNT-0169,2023-04-17,size issue
RET-0016757,ORD-0090294,MNT-0169,2023-04-10,quality issue
RET-0016758,ORD-0090295,MNT-0169,2023-04-15,damaged
RET-0016759,ORD-0090296,MNT-0169,2023-05-03,quality issue
RET-0016760,ORD-0090309,MNT-0169,2023-04-13,changed mind
RET-0016761,ORD-0090313,MNT-0169,2023-05-10,changed mind
RET-0016762,ORD-0090316,MNT-0169,2023-05-08,size issue
RET-0016763,ORD-0090321,MNT-0169,2023-05-21,size issue
RET-0016764,ORD-0090331,MNT-0169,2023-05-08,size issue
RET-0016765,ORD-0090336,MNT-0169,2023-05-14,size issue
RET-0016766,ORD-0090347,MNT-0169,2023-06-01,size issue
RET-0016767,ORD-0090352,MNT-0169,2023-05-30,size issue
RET-0016768,ORD-0090356,MNT-0169,2023-05-12,quality issue
RET-0016769,ORD-0090359,MNT-0169,2023-05-06,size issue
RET-0016770,ORD-0090366,MNT-0169,2023-06-05,size issue
RET-0016771,ORD-0090370,MNT-0169,2023-06-18,changed mind
RET-0016772,ORD-0090375,MNT-0169,2023-07-15,changed mind
RET-0016773,ORD-0090423,MNT-0169,2023-06-26,wrong item
RET-0016774,ORD-0090424,MNT-0169,2023-07-07,size issue
RET-0016775,ORD-0090439,MNT-0169,2023-07-22,quality issue
RET-0016776,ORD-0090451,MNT-0169,2023-07-20,damaged
RET-0016777,ORD-0090452,MNT-0169,2023-07-12,size issue
RET-0016778,ORD-0090454,MNT-0169,2023-08-03,damaged
RET-0016779,ORD-0090459,MNT-0169,2023-07-30,changed mind
RET-0016780,ORD-0090460,MNT-0169,2023-07-13,changed mind
RET-0016781,ORD-0090472,MNT-0169,2023-07-13,size issue
RET-0016782,ORD-0090473,MNT-0169,2023-07-28,size issue
RET-0016783,ORD-0090476,MNT-0169,2023-07-28,quality issue
RET-0016784,ORD-0090485,MNT-0169,2023-08-07,wrong item
RET-0016785,ORD-0090493,MNT-0169,2023-09-04,wrong item
RET-0016786,ORD-0090498,MNT-0169,2023-08-12,changed mind
RET-0016787,ORD-0090499,MNT-0169,2023-08-23,size issue
RET-0016788,ORD-0090507,MNT-0169,2023-08-19,size issue
RET-0016789,ORD-0090510,MNT-0169,2023-08-29,size issue
RET-0016790,ORD-0090516,MNT-0169,2023-08-22,changed mind
RET-0016791,ORD-0090523,MNT-0169,2023-08-29,quality issue
RET-0016792,ORD-0090530,MNT-0169,2023-08-17,size issue
RET-0016793,ORD-0090532,MNT-0169,2023-08-21,wrong item
RET-0016794,ORD-0090547,MNT-0169,2023-09-19,damaged
RET-0016795,ORD-0090548,MNT-0169,2023-09-08,wrong item
RET-0016796,ORD-0090549,MNT-0169,2023-09-19,quality issue
RET-0016797,ORD-0090550,MNT-0169,2023-09-17,size issue
RET-0016798,ORD-0090554,MNT-0169,2023-09-11,quality issue
RET-0016799,ORD-0090556,MNT-0169,2023-09-15,size issue
RET-0016800,ORD-0090558,MNT-0169,2023-09-28,quality issue
RET-0016801,ORD-0090560,MNT-0169,2023-10-06,changed mind
RET-0016802,ORD-0090567,MNT-0169,2023-09-16,wrong item
RET-0016803,ORD-0090570,MNT-0169,2023-10-07,size issue
RET-0016804,ORD-0090572,MNT-0169,2023-09-13,quality issue
RET-0016805,ORD-0090574,MNT-0169,2023-10-01,quality issue
RET-0016806,ORD-0090577,MNT-0169,2023-09-17,size issue
RET-0016807,ORD-0090585,MNT-0169,2023-10-08,quality issue
RET-0016808,ORD-0090592,MNT-0169,2023-09-14,quality issue
RET-0016809,ORD-0090603,MNT-0169,2023-11-03,quality issue
RET-0016810,ORD-0090604,MNT-0169,2023-10-25,damaged
RET-0016811,ORD-0090608,MNT-0169,2023-10-31,changed mind
RET-0016812,ORD-0090609,MNT-0169,2023-11-07,changed mind
RET-0016813,ORD-0090621,MNT-0169,2023-10-20,wrong item
RET-0016814,ORD-0090622,MNT-0169,2023-10-25,size issue
RET-0016815,ORD-0090623,MNT-0169,2023-10-28,changed mind
RET-0016816,ORD-0090626,MNT-0169,2023-11-02,size issue
RET-0016817,ORD-0090633,MNT-0169,2023-11-02,wrong item
RET-0016818,ORD-0090637,MNT-0169,2023-11-03,changed mind
RET-0016819,ORD-0090640,MNT-0169,2023-10-16,changed mind
RET-0016820,ORD-0090641,MNT-0169,2023-10-17,wrong item
RET-0016821,ORD-0090645,MNT-0169,2023-10-19,size issue
